講義コード,講義名,講義名（英語）,科目種別コード,科目コード,科目名,分野系列コード,分野系列名,単位数,講義期間コード,講義期間,履修年度,開講所属コード,開講所属
25535329,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535330,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535331,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535344,専門英語（Ⅱ）,Expert English,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535345,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25535346,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25535347,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25535348,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25535349,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535350,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535351,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535352,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535353,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535354,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535355,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535356,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535357,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535358,スペイン語表現演習Ⅰ,Spanish Expression I,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535380,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25535381,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25535382,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25535383,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25535501,文学・言語学入門,Introduction to Literature and Linguistics,,,,015400,文系ディシプリン科目,2,20,後期,2025,001,基幹教育科目
25535502,社会学入門,Introduction to Sociology,,,,015400,文系ディシプリン科目,2,20,後期,2025,001,基幹教育科目
25535503,心理学入門,Introduction to Psychology,,,,015400,文系ディシプリン科目,2,20,後期,2025,001,基幹教育科目
25535504,教育基礎学入門,Introdution to Fundamentals of Educational Studies,,,,015400,文系ディシプリン科目,1,24,冬学期,2025,001,基幹教育科目
25535505,現代教育学入門,Introdution to Contemporary Education,,,,015400,文系ディシプリン科目,1,23,秋学期,2025,001,基幹教育科目
25535515,身の回りの物理学Ａ,Physics in Daily Life A,,,,015500,理系ディシプリン科目,1,23,秋学期,2025,001,基幹教育科目
25535516,身の回りの物理学Ｂ,Physics in Daily Life B,,,,015500,理系ディシプリン科目,1,24,冬学期,2025,001,基幹教育科目
25535517,身の回りの化学,Chemistry in Daily Life,,,,015500,理系ディシプリン科目,1,23,秋学期,2025,001,基幹教育科目
25535518,身の回りの化学,Chemistry in Daily Life,,,,015500,理系ディシプリン科目,1,24,冬学期,2025,001,基幹教育科目
25535519,生命の科学Ｂ,Science of Life B,,,,015500,理系ディシプリン科目,1,23,秋学期,2025,001,基幹教育科目
25535520,生命の科学Ｂ,Science of Life B,,,,015500,理系ディシプリン科目,1,24,冬学期,2025,001,基幹教育科目
25535521,地球と宇宙の科学,Science of Earth and Cosmos,,,,015500,理系ディシプリン科目,1,23,秋学期,2025,001,基幹教育科目
25535522,地球と宇宙の科学,Science of Earth and Cosmos,,,,015500,理系ディシプリン科目,1,24,冬学期,2025,001,基幹教育科目
25535523,近・現代建築史,History of Modern and Contemporary Architecture,,,,015500,理系ディシプリン科目,1,24,冬学期,2025,001,基幹教育科目
25535524,自然科学総合実験,Natural Science Experiments,,,,015500,理系ディシプリン科目,1,23,秋学期,2025,001,基幹教育科目
25535525,実験で深める自然科学,Natural Sciences Deepened by Experiments,,,,015500,理系ディシプリン科目,2,24,冬学期,2025,001,基幹教育科目
25535544,専門英語（農学分野）,Expert English,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535615,線形代数学Ⅱ,Linear Algebra Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2025,001,基幹教育科目
25535616,線形代数学Ⅱ,Linear Algebra Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2025,001,基幹教育科目
25535617,線形代数学Ⅱ,Linear Algebra Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2025,001,基幹教育科目
25535618,入門微分積分Ⅰ,Introduction to Calculus Ⅰ,,,,015500,理系ディシプリン科目,1,23,秋学期,2025,001,基幹教育科目
25535619,入門微分積分Ⅰ,Introduction to Calculus Ⅰ,,,,015500,理系ディシプリン科目,1,23,秋学期,2025,001,基幹教育科目
25535620,入門微分積分Ⅱ,Introduction to Calculus Ⅱ,,,,015500,理系ディシプリン科目,1,24,冬学期,2025,001,基幹教育科目
25535621,入門微分積分Ⅱ,Introduction to Calculus Ⅱ,,,,015500,理系ディシプリン科目,1,24,冬学期,2025,001,基幹教育科目
25535622,基礎化学熱力学Ⅰ,Elementary Chemical thermodynamics Ⅰ,,,,015500,理系ディシプリン科目,1,23,秋学期,2025,001,基幹教育科目
25535623,基礎化学熱力学Ⅱ,Elementary Chemical thermodynamics Ⅱ,,,,015500,理系ディシプリン科目,1,24,冬学期,2025,001,基幹教育科目
25535624,有機物質化学Ⅰ,Elementary Organic ChemistryⅠ,,,,015500,理系ディシプリン科目,1,23,秋学期,2025,001,基幹教育科目
25535644,専門英語（Ⅰ）,Expert English,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535645,専門英語（アニマルサイエンス分野）,Expert English,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535646,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535647,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535648,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535649,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535650,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535651,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535652,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535653,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535654,韓国語表現演習Ⅱ,Korean Expression Ⅱ,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535715,線形代数学Ⅱ,Linear Algebra Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2025,001,基幹教育科目
25535716,線形代数学Ⅱ,Linear Algebra Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2025,001,基幹教育科目
25535717,線形代数学Ⅱ,Linear Algebra Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2025,001,基幹教育科目
25535718,線形代数学Ⅱ,Linear Algebra Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2025,001,基幹教育科目
25535719,機器分析学,Instrumental Analytical Science,,,,015500,理系ディシプリン科目,2,23,秋学期,2025,001,基幹教育科目
25535720,細胞生物学,Basic Cell Biology,,,,015500,理系ディシプリン科目,2,20,後期,2025,001,基幹教育科目
25535721,空間表現実習Ⅰ,General Principles of Technical Drawings I,,,,015500,理系ディシプリン科目,2,20,後期,2025,001,基幹教育科目
25535722,自然科学総合実験,Natural Science Experiments,,,,015500,理系ディシプリン科目,1,23,秋学期,2025,001,基幹教育科目
25535723,実験で深める自然科学,Natural Sciences Deepened by Experiments,,,,015500,理系ディシプリン科目,2,24,冬学期,2025,001,基幹教育科目
25535744,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535745,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535746,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535747,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535748,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535749,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535750,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535751,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535752,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535753,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,23,秋学期,2025,001,基幹教育科目
25535754,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,24,冬学期,2025,001,基幹教育科目
25535756,ドイツ語ⅡA,GermanⅡA,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535757,ドイツ語ⅡB,GermanⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535758,ドイツ語ⅡB,GermanⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535759,フランス語ⅡA,French ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535760,フランス語ⅡB,French ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535761,中国語ⅡA,Chinese ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535762,中国語ⅡA,Chinese ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535763,中国語ⅡB,Chinese ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535764,中国語ⅡB,Chinese ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535765,中国語ⅡB,Chinese ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535766,韓国語ⅡA,Korean ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535767,韓国語ⅡB,Korean ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535768,韓国語ⅡB,Korean ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535769,スペイン語ⅡB,Spanish ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535770,スペイン語ⅡB,Spanish ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25535780,身体運動科学実習ⅠＡ,Practice of Exercise and Sport Science ⅠＡ,,,,015600,健康・スポーツ科目,0.5,23,秋学期,2025,001,基幹教育科目
25535781,身体運動科学実習ⅠＡ,Practice of Exercise and Sport Science ⅠＡ,,,,015600,健康・スポーツ科目,0.5,23,秋学期,2025,001,基幹教育科目
25535782,身体運動科学実習ⅠＡ,Practice of Exercise and Sport Science ⅠＡ,,,,015600,健康・スポーツ科目,0.5,23,秋学期,2025,001,基幹教育科目
